id	brand_code	brand_name	model_code	model_name	fuel_type	variant_code	variant_name	cubic_capacity	brand_logo	hdfc_code	fuel_type_text	full_name	popular_brand	popular_model	popular_variant
2340	B118	Harley Davidson	M1205	Nightster	P	V10488	Std	1202	null	162	PETROL	Harley Davidson Nightster Std Petrol	0	1	1
1374	B118	Harley Davidson	M1206	Road Glide Special	P	V10489	1745	1745	null	890	PETROL	Harley Davidson Road Glide Special 1745 Petrol	0	1	1
2330	B118	Harley Davidson	M1207	Road King	P	V10490	Flhr Road King	1584	null	169	PETROL	Harley Davidson Road King Flhr Road King Petrol	0	1	1
1249	B118	Harley Davidson	M1208	Softail	P	V10491	Breakout	1690	null	0	Petrol	Harley Davidson Softail Breakout Petrol	0	1	1
1250	B118	Harley Davidson	M1208	Softail	P	V10492	Fat Bob	1690	null	0	Petrol	Harley Davidson Softail Fat Bob Petrol	0	1	1
2331	B118	Harley Davidson	M1208	Softail	P	V10493	Flstc Heritage Softail Classic	1584	null	167	PETROL	Harley Davidson Softail Flstc Heritage Softail Classic Petrol	0	1	1
1251	B118	Harley Davidson	M1208	Softail	P	V10494	Heritage Softail Classic	1690	null	167	Petrol	Harley Davidson Softail Heritage Softail Classic Petrol	0	1	1
2341	B118	Harley Davidson	M1208	Softail	P	V10495	Softail Flstf Fat Boy	1450	null	172	PETROL	Harley Davidson Softail Softail Flstf Fat Boy Petrol	0	1	1
932	B118	Harley Davidson	M1209	Softail Fat Boy	P	V10496	Softail Fat Boy	1690	null	172	PETROL	Harley Davidson Softail Fat Boy Softail Fat Boy Petrol	0	1	1
1367	B118	Harley Davidson	M1210	Softail Flstf Fat Boy	P	V10497	1450	1450	null	172	PETROL	Harley Davidson Softail Flstf Fat Boy 1450 Petrol	0	1	1
138	B118	Harley Davidson	M1211	Sportster	P	V10498	883n Iron	883	null	170	PETROL	Harley Davidson Sportster 883n Iron Petrol	0	1	1
2322	B118	Harley Davidson	M1211	Sportster	P	V10499	Iron 883	883	null	170	PETROL	Harley Davidson Sportster Iron 883 Petrol	0	1	1
933	B118	Harley Davidson	M1211	Sportster	P	V10500	Sportster  Forty Eight	1202	null	176	PETROL	Harley Davidson Sportster Sportster  Forty Eight Petrol	0	1	1
2323	B118	Harley Davidson	M1211	Sportster	P	V10501	Superlow Xl 883	883	null	170	PETROL	Harley Davidson Sportster Superlow Xl 883 Petrol	0	1	1
2342	B118	Harley Davidson	M1211	Sportster	P	V10502	Xl 1200 C	1202	null	882	PETROL	Harley Davidson Sportster Xl 1200 C Petrol	0	1	1
2343	B118	Harley Davidson	M1211	Sportster	P	V10503	Xl 883l	883	null	170	PETROL	Harley Davidson Sportster Xl 883l Petrol	0	1	1
139	B118	Harley Davidson	M1211	Sportster	P	V10504	Xr1200x	1201	null	164	PETROL	Harley Davidson Sportster Xr1200x Petrol	0	1	1
2324	B118	Harley Davidson	M1212	Street	P	V10505	750 Cc	750	null	179	PETROL	Harley Davidson Street 750 Cc Petrol	0	1	1
934	B118	Harley Davidson	M1212	Street	P	V10506	Dyna Street Bob	1585	null	178	PETROL	Harley Davidson Street Dyna Street Bob Petrol	0	1	1
140	B118	Harley Davidson	M1212	Street	P	V10507	Glide	1690	null	163	PETROL	Harley Davidson Street Glide Petrol	0	1	1
2325	B118	Harley Davidson	M1212	Street	P	V10508	Std	749	null	179	PETROL	Harley Davidson Street Std Petrol	0	1	1
935	B118	Harley Davidson	M1212	Street	P	V10509	Street Xg 750	749	null	179	PETROL	Harley Davidson Street Street Xg 750 Petrol	0	1	1
1372	B118	Harley Davidson	M1213	Street Rod	P	V10510	749	749	null	886	PETROL	Harley Davidson Street Rod 749 Petrol	0	1	1
936	B118	Harley Davidson	M1214	Super Glide	P	V10511	Super Glide	1585	null	177	PETROL	Harley Davidson Super Glide Super Glide Petrol	0	1	1
1369	B118	Harley Davidson	M1215	Super Glide Custom	P	V10512	1585	1585	null	177	PETROL	Harley Davidson Super Glide Custom 1585 Petrol	0	1	1
2329	B118	Harley Davidson	M1215	Super Glide Custom	P	V10513	Std	1585	null	177	PETROL	Harley Davidson Super Glide Custom Std Petrol	0	1	1
1368	B118	Harley Davidson	M1216	Superlow	P	V10514	Xl883l	883	null	173	PETROL	Harley Davidson Superlow Xl883l Petrol	0	1	1
1370	B118	Harley Davidson	M1217	Ultra Classic Electra Glide	P	V10515	Std	1803	null	883	PETROL	Harley Davidson Ultra Classic Electra Glide Std Petrol	0	1	1
1253	B118	Harley Davidson	M1218	V-rod	P	V10516	Night Rod Special	1247	null	0	Petrol	Harley Davidson V-rod Night Rod Special Petrol	0	1	1
141	B118	Harley Davidson	M1219	Vrscdx	P	V10517	Night Rod Special	1250	null	161	PETROL	Harley Davidson Vrscdx Night Rod Special Petrol	0	1	1
2328	B118	Harley Davidson	M1220	Xl 1200	P	V10518	Forty-eight	1200	null	176	PETROL	Harley Davidson Xl 1200 Forty-eight Petrol	0	1	1
1362	B118	Harley Davidson	M1221	Xl 883l Sportster	P	V10519	883	883	null	170	PETROL	Harley Davidson Xl 883l Sportster 883 Petrol	0	1	1
1246	B119	Hero	M1222	Gizmo	P	V10520	Std (58 Cc)	58	hero.png	0	Petrol	Hero Gizmo Std (58 Cc) Petrol	1	1	1
1377	B119	Hero	M1223	Majestic	P	V10521	72	72		183	PETROL	Hero Majestic 72 Petrol	0	1	1
143	B119	Hero	M1224	Optima	P	V10522	Plus	250		188	PETROL	Hero Optima Plus Petrol	0	1	1
144	B119	Hero	M1225	Panther	P	V10523	2s	75		181	PETROL	Hero Panther 2s Petrol	0	1	1
2402	B119	Hero	M1225	Panther	P	V10524	4s Dlx	75		182	PETROL	Hero Panther 4s Dlx Petrol	0	1	1
2403	B119	Hero	M1225	Panther	P	V10525	Std 50 Cc	50		182	PETROL	Hero Panther Std 50 Cc Petrol	0	1	1
1376	B119	Hero	M1226	Stallion	P	V10526	4s	75		180	PETROL	Hero Stallion 4s Petrol	0	1	1
1379	B120	Hero Electric	M1227	Cruz	P	V10527	1	1	null	187	ELECTRIC	Hero Electric Cruz 1 Electric	0	1	1
2404	B120	Hero Electric	M1227	Cruz	P	V10528	Std	1	null	187	PETROL	Hero Electric Cruz Std Petrol	0	1	1
1378	B120	Hero Electric	M1228	E Sprint	P	V10529	1	1	null	186	ELECTRIC	Hero Electric E Sprint 1 Electric	0	1	1
2405	B120	Hero Electric	M1228	E Sprint	P	V10530	Std	1	null	186	PETROL	Hero Electric E Sprint Std Petrol	0	1	1
1387	B120	Hero Electric	M1229	Flash	P	V10531	1	1	null	898	ELECTRIC	Hero Electric Flash 1 Electric	0	1	1
1389	B120	Hero Electric	M1229	Flash	P	V10532	E5	1	null	900	ELECTRIC	Hero Electric Flash E5 Electric	0	1	1
2406	B120	Hero Electric	M1229	Flash	P	V10533	Std	1	null	898	BATTERY	Hero Electric Flash Std Battery	0	1	1
1381	B120	Hero Electric	M1230	Maxi	P	V10534	1	1	null	190	ELECTRIC	Hero Electric Maxi 1 Electric	0	1	1
1384	B120	Hero Electric	M1231	Nyx	P	V10535	1	1	null	894	ELECTRIC	Hero Electric Nyx 1 Electric	0	1	1
2407	B120	Hero Electric	M1231	Nyx	P	V10536	Std	1	null	894	PETROL	Hero Electric Nyx Std Petrol	0	1	1
2408	B120	Hero Electric	M1231	Nyx	P	V10536	Std	1	null	894	BATTERY	Hero Electric Nyx Std Battery	0	1	1
1388	B120	Hero Electric	M1232	Nyx Li-ion	P	V10538	48	48	null	899	ELECTRIC	Hero Electric Nyx Li-ion 48 Electric	0	1	1
1386	B120	Hero Electric	M1233	Optima Dx	P	V10539	48	48	null	897	ELECTRIC	Hero Electric Optima Dx 48 Electric	0	1	1
1385	B120	Hero Electric	M1234	Optima Dx Lithium-ion	P	V10540	48	48	null	896	ELECTRIC	Hero Electric Optima Dx Lithium-ion 48 Electric	0	1	1
1382	B120	Hero Electric	M1235	Photon	P	V10541	1	1	null	191	ELECTRIC	Hero Electric Photon 1 Electric	0	1	1
1390	B120	Hero Electric	M1235	Photon	P	V10542	72v	1	null	901	ELECTRIC	Hero Electric Photon 72v Electric	0	1	1
1391	B120	Hero Electric	M1235	Photon	P	V10543	Li	1	null	0	ELECTRIC	Hero Electric Photon Li Electric	0	1	1
2409	B120	Hero Electric	M1235	Photon	P	V10544	Std	1	null	191	PETROL	Hero Electric Photon Std Petrol	0	1	1
1383	B120	Hero Electric	M1236	Wave Dx	P	V10545	1	1	null	192	ELECTRIC	Hero Electric Wave Dx 1 Electric	0	1	1
2410	B120	Hero Electric	M1236	Wave Dx	P	V10546	Std	1	null	192	PETROL	Hero Electric Wave Dx Std Petrol	0	1	1
1380	B120	Hero Electric	M1237	Zion	P	V10547	1	1	null	189	ELECTRIC	Hero Electric Zion 1 Electric	0	1	1
2411	B120	Hero Electric	M1237	Zion	P	V10548	Std	1	null	189	PETROL	Hero Electric Zion Std Petrol	0	1	1
2412	B120	Hero Electric	M1238	Zippy	P	V10549	Std	100	null	893	PETROL	Hero Electric Zippy Std Petrol	0	1	1
145	B121	Hero Honda	M1239	Achiever	P	V10550	Kick Start	150	null	193	PETROL	Hero Honda Achiever Kick Start Petrol	0	1	1
2052	B121	Hero Honda	M1239	Achiever	P	V10551	Kick Start Drum Brake	150	null	193	PETROL	Hero Honda Achiever Kick Start Drum Brake Petrol	0	1	1
146	B121	Hero Honda	M1239	Achiever	P	V10552	Self Start	150	null	194	PETROL	Hero Honda Achiever Self Start Petrol	0	1	1
2053	B121	Hero Honda	M1239	Achiever	P	V10553	Self Start Drum Brake	150	null	194	PETROL	Hero Honda Achiever Self Start Drum Brake Petrol	0	1	1
147	B121	Hero Honda	M1240	Ambition	P	V10554	Disc Electric Start	133	null	222	PETROL	Hero Honda Ambition Disc Electric Start Petrol	0	1	1
148	B121	Hero Honda	M1240	Ambition	P	V10555	Drum Electric Start	133	null	224	PETROL	Hero Honda Ambition Drum Electric Start Petrol	0	1	1
2054	B121	Hero Honda	M1240	Ambition	P	V10556	Electric Start Disc Brake	133	null	222	PETROL	Hero Honda Ambition Electric Start Disc Brake Petrol	0	1	1
2055	B121	Hero Honda	M1240	Ambition	P	V10557	Electric Start Drum Brake	133	null	223	PETROL	Hero Honda Ambition Electric Start Drum Brake Petrol	0	1	1
2056	B121	Hero Honda	M1240	Ambition	P	V10558	Kick Start Disc Brake	133	null	223	PETROL	Hero Honda Ambition Kick Start Disc Brake Petrol	0	1	1
2057	B121	Hero Honda	M1240	Ambition	P	V10559	Kick Start Drum Brake	133	null	225	PETROL	Hero Honda Ambition Kick Start Drum Brake Petrol	0	1	1
1398	B121	Hero Honda	M1241	Cbx	P	V10560	Ds	150	null	257	PETROL	Hero Honda Cbx Ds Petrol	0	1	1
1397	B121	Hero Honda	M1241	Cbx	P	V10561	Dss	125	null	256	PETROL	Hero Honda Cbx Dss Petrol	0	1	1
2058	B121	Hero Honda	M1241	Cbx	P	V10562	Electric Start Disc Brake	125	null	256	PETROL	Hero Honda Cbx Electric Start Disc Brake Petrol	0	1	1
2059	B121	Hero Honda	M1241	Cbx	P	V10563	Std Drum Brake	150	null	257	PETROL	Hero Honda Cbx Std Drum Brake Petrol	0	1	1
149	B121	Hero Honda	M1242	Cbz	P	V10564	Electric Start Disc Brake	125	null	227	PETROL	Hero Honda Cbz Electric Start Disc Brake Petrol	0	1	1
150	B121	Hero Honda	M1242	Cbz	P	V10564	Electric Start Disc Brake	156	null	227	PETROL	Hero Honda Cbz Electric Start Disc Brake Petrol	0	1	1
2060	B121	Hero Honda	M1243	Cbz Star	P	V10566	Electric Start Disc Brake	150	null	296	PETROL	Hero Honda Cbz Star Electric Start Disc Brake Petrol	0	1	1
2061	B121	Hero Honda	M1243	Cbz Star	P	V10567	Electric Start Drum Brake	150	null	296	PETROL	Hero Honda Cbz Star Electric Start Drum Brake Petrol	0	1	1
2062	B121	Hero Honda	M1243	Cbz Star	P	V10568	Kick Start Disc Brake	150	null	296	PETROL	Hero Honda Cbz Star Kick Start Disc Brake Petrol	0	1	1
2063	B121	Hero Honda	M1243	Cbz Star	P	V10569	Kick Start Drum Brake	150	null	296	PETROL	Hero Honda Cbz Star Kick Start Drum Brake Petrol	0	1	1
152	B121	Hero Honda	M1244	Cbz X Treme	P	V10570	Electric Start Disc Brake	149	null	227	PETROL	Hero Honda Cbz X Treme Electric Start Disc Brake Petrol	0	1	1
151	B121	Hero Honda	M1244	Cbz X Treme	P	V10571	Kick Start Disc Brake	150	null	195	PETROL	Hero Honda Cbz X Treme Kick Start Disc Brake Petrol	0	1	1
153	B121	Hero Honda	M1245	Cd 100	P	V10572	Deluxe	100	null	240	PETROL	Hero Honda Cd 100 Deluxe Petrol	0	1	1
2064	B121	Hero Honda	M1245	Cd 100	P	V10573	Eletric Start	100	null	228	PETROL	Hero Honda Cd 100 Eletric Start Petrol	0	1	1
154	B121	Hero Honda	M1245	Cd 100	P	V10574	Ss	100	null	228	PETROL	Hero Honda Cd 100 Ss Petrol	0	1	1
155	B121	Hero Honda	M1245	Cd 100	P	V10575	Std	100	null	228	PETROL	Hero Honda Cd 100 Std Petrol	0	1	1
156	B121	Hero Honda	M1246	Cd Dawn	P	V10576	Deluxe	102	null	263	PETROL	Hero Honda Cd Dawn Deluxe Petrol	0	1	1
1254	B121	Hero Honda	M1246	Cd Dawn	P	V10577	Deluxe Alloy	97	null	197	Petrol	Hero Honda Cd Dawn Deluxe Alloy Petrol	0	1	1
2065	B121	Hero Honda	M1246	Cd Dawn	P	V10578	Kick Start Drum Brake Spoke Wheels	100	null	197	PETROL	Hero Honda Cd Dawn Kick Start Drum Brake Spoke Wheels Petrol	0	1	1
157	B121	Hero Honda	M1246	Cd Dawn	P	V10579	Std	100	null	263	PETROL	Hero Honda Cd Dawn Std Petrol	0	1	1
158	B121	Hero Honda	M1247	Cd Deluxe	P	V10580	Cast Wheels	100	null	198	PETROL	Hero Honda Cd Deluxe Cast Wheels Petrol	0	1	1
2044	B121	Hero Honda	M1247	Cd Deluxe	P	V10581	Electric Start	97	null	199	PETROL	Hero Honda Cd Deluxe Electric Start Petrol	0	1	1
160	B121	Hero Honda	M1247	Cd Deluxe	P	V10582	Kick Start Drum Break Cast Wheels	97	null	199	PETROL	Hero Honda Cd Deluxe Kick Start Drum Break Cast Wheels Petrol	0	1	1
161	B121	Hero Honda	M1247	Cd Deluxe	P	V10583	Kick Start Drum Break Spoke Wheels	97	null	199	PETROL	Hero Honda Cd Deluxe Kick Start Drum Break Spoke Wheels Petrol	0	1	1
159	B121	Hero Honda	M1247	Cd Deluxe	P	V10584	Spoke Wheels	100	null	201	PETROL	Hero Honda Cd Deluxe Spoke Wheels Petrol	0	1	1
1392	B121	Hero Honda	M1248	Cd-deluxe	P	V10585	Cast Self	97	null	198	PETROL	Hero Honda Cd-deluxe Cast Self Petrol	0	1	1
1406	B121	Hero Honda	M1248	Cd-deluxe	P	V10586	Drum Kick Cast	97	null	291	PETROL	Hero Honda Cd-deluxe Drum Kick Cast Petrol	0	1	1
1405	B121	Hero Honda	M1248	Cd-deluxe	P	V10587	Drum Kick Spoke	97	null	290	PETROL	Hero Honda Cd-deluxe Drum Kick Spoke Petrol	0	1	1
1393	B121	Hero Honda	M1248	Cd-deluxe	P	V10588	Kick Start	97	null	199	PETROL	Hero Honda Cd-deluxe Kick Start Petrol	0	1	1
1394	B121	Hero Honda	M1248	Cd-deluxe	P	V10589	Self Start	97	null	200	PETROL	Hero Honda Cd-deluxe Self Start Petrol	0	1	1
1395	B121	Hero Honda	M1248	Cd-deluxe	P	V10590	Spoke Self	97	null	201	PETROL	Hero Honda Cd-deluxe Spoke Self Petrol	0	1	1
1404	B121	Hero Honda	M1249	Cdn	P	V10591	Dlx Drum Kick Cast	97	null	268	PETROL	Hero Honda Cdn Dlx Drum Kick Cast Petrol	0	1	1
1400	B121	Hero Honda	M1249	Cdn	P	V10592	Dlx Drum Kick Spoke	97	null	264	PETROL	Hero Honda Cdn Dlx Drum Kick Spoke Petrol	0	1	1
1401	B121	Hero Honda	M1249	Cdn	P	V10593	Dlx Drum Self Cast	97	null	265	PETROL	Hero Honda Cdn Dlx Drum Self Cast Petrol	0	1	1
1402	B121	Hero Honda	M1249	Cdn	P	V10594	Dlx Drum Self Spoke	97	null	266	PETROL	Hero Honda Cdn Dlx Drum Self Spoke Petrol	0	1	1
1403	B121	Hero Honda	M1250	Cnd	P	V10595	Std Spoke	97	null	267	PETROL	Hero Honda Cnd Std Spoke Petrol	0	1	1
163	B121	Hero Honda	M1251	Glamour	P	V10596	Electric Start Disc Break	135	null	202	PETROL	Hero Honda Glamour Electric Start Disc Break Petrol	0	1	1
162	B121	Hero Honda	M1251	Glamour	P	V10597	Electric Start Disc Break Cast Wheels	125	null	255	PETROL	Hero Honda Glamour Electric Start Disc Break Cast Wheels Petrol	0	1	1
166	B121	Hero Honda	M1251	Glamour	P	V10598	Electric Start Drum Break	125	null	205	PETROL	Hero Honda Glamour Electric Start Drum Break Petrol	0	1	1
167	B121	Hero Honda	M1251	Glamour	P	V10599	Electric Start Drum Break Cast Wheels	125	null	284	PETROL	Hero Honda Glamour Electric Start Drum Break Cast Wheels Petrol	0	1	1
168	B121	Hero Honda	M1251	Glamour	P	V10600	Electric Start Spoke Wheels	125	null	252	PETROL	Hero Honda Glamour Electric Start Spoke Wheels Petrol	0	1	1
164	B121	Hero Honda	M1251	Glamour	P	V10601	Kick Start Disc Break	125	null	202	PETROL	Hero Honda Glamour Kick Start Disc Break Petrol	0	1	1
165	B121	Hero Honda	M1251	Glamour	P	V10602	Kick Start Drum Brake	125	null	205	PETROL	Hero Honda Glamour Kick Start Drum Brake Petrol	0	1	1
169	B121	Hero Honda	M1251	Glamour	P	V10603	Std	125	null	254	PETROL	Hero Honda Glamour Std Petrol	0	1	1
171	B121	Hero Honda	M1252	Glamour Fi	P	V10604	Drum Break	125	null	205	PETROL	Hero Honda Glamour Fi Drum Break Petrol	0	1	1
170	B121	Hero Honda	M1252	Glamour Fi	P	V10605	Electric Start Disc Break	125	null	204	PETROL	Hero Honda Glamour Fi Electric Start Disc Break Petrol	0	1	1
2066	B121	Hero Honda	M1252	Glamour Fi	P	V10606	Kick Start Disc Brake	125	null	204	PETROL	Hero Honda Glamour Fi Kick Start Disc Brake Petrol	0	1	1
172	B121	Hero Honda	M1253	Hh Super Splendor	P	V10607	Hh Super Splendor Dics Self	125	null	219	PETROL	Hero Honda Hh Super Splendor Hh Super Splendor Dics Self Petrol	0	1	1
173	B121	Hero Honda	M1253	Hh Super Splendor	P	V10608	Hh Super Splendor Disc 125cc	125	null	261	PETROL	Hero Honda Hh Super Splendor Hh Super Splendor Disc 125cc Petrol	0	1	1
174	B121	Hero Honda	M1253	Hh Super Splendor	P	V10609	Hh Super Splendor Drum 125cc	125	null	260	PETROL	Hero Honda Hh Super Splendor Hh Super Splendor Drum 125cc Petrol	0	1	1
175	B121	Hero Honda	M1253	Hh Super Splendor	P	V10610	Hh Super Splendor Drum Kick	125	null	260	PETROL	Hero Honda Hh Super Splendor Hh Super Splendor Drum Kick Petrol	0	1	1
176	B121	Hero Honda	M1253	Hh Super Splendor	P	V10611	Hh Super Splendor Drum Self	125	null	238	PETROL	Hero Honda Hh Super Splendor Hh Super Splendor Drum Self Petrol	0	1	1
180	B121	Hero Honda	M1254	Hunk	P	V10612	Electric Start	150	null	207	PETROL	Hero Honda Hunk Electric Start Petrol	0	1	1
177	B121	Hero Honda	M1254	Hunk	P	V10613	Electric Start Disc Break	149	null	207	PETROL	Hero Honda Hunk Electric Start Disc Break Petrol	0	1	1
178	B121	Hero Honda	M1254	Hunk	P	V10614	Electric Start Front And Rear Disc	150	null	207	PETROL	Hero Honda Hunk Electric Start Front And Rear Disc Petrol	0	1	1
179	B121	Hero Honda	M1254	Hunk	P	V10615	Kick Start	150	null	206	PETROL	Hero Honda Hunk Kick Start Petrol	0	1	1
181	B121	Hero Honda	M1255	Joy	P	V10616	Std	97	null	295	PETROL	Hero Honda Joy Std Petrol	0	1	1
2067	B121	Hero Honda	M1256	Karizma	P	V10617	Black Cast	223	null	208	PETROL	Hero Honda Karizma Black Cast Petrol	0	1	1
2068	B121	Hero Honda	M1256	Karizma	P	V10618	Electric Start Disk Brake	223	null	293	PETROL	Hero Honda Karizma Electric Start Disk Brake Petrol	0	1	1
182	B121	Hero Honda	M1256	Karizma	P	V10619	R	223	null	209	PETROL	Hero Honda Karizma R Petrol	0	1	1
183	B121	Hero Honda	M1256	Karizma	P	V10620	Red Cast	223	null	209	PETROL	Hero Honda Karizma Red Cast Petrol	0	1	1
2069	B121	Hero Honda	M1256	Karizma	P	V10621	Std	223	null	229	PETROL	Hero Honda Karizma Std Petrol	0	1	1
184	B121	Hero Honda	M1256	Karizma	P	V10622	Zmr	223	null	239	PETROL	Hero Honda Karizma Zmr Petrol	0	1	1
2070	B121	Hero Honda	M1257	Passion	P	V10623	Disc Brake(97 Cc)	97	null	242	PETROL	Hero Honda Passion Disc Brake(97 Cc) Petrol	0	1	1
964	B121	Hero Honda	M1257	Passion	P	V10624	Passion	97	null	0	PETROL	Hero Honda Passion Passion Petrol	0	1	1
2071	B121	Hero Honda	M1257	Passion	P	V10625	Std	97	null	242	PETROL	Hero Honda Passion Std Petrol	0	1	1
185	B121	Hero Honda	M1258	Passion Plus	P	V10626	Cast Wheel	97	null	210	PETROL	Hero Honda Passion Plus Cast Wheel Petrol	0	1	1
186	B121	Hero Honda	M1258	Passion Plus	P	V10627	Disc	97	null	230	PETROL	Hero Honda Passion Plus Disc Petrol	0	1	1
188	B121	Hero Honda	M1258	Passion Plus	P	V10628	Drs	97	null	258	PETROL	Hero Honda Passion Plus Drs Petrol	0	1	1
2038	B121	Hero Honda	M1258	Passion Plus	P	V10629	Drum Brake	97	null	258	PETROL	Hero Honda Passion Plus Drum Brake Petrol	0	1	1
2039	B121	Hero Honda	M1258	Passion Plus	P	V10630	Kick Start Disc Brake Alloy Wheels	100	null	210	PETROL	Hero Honda Passion Plus Kick Start Disc Brake Alloy Wheels Petrol	0	1	1
2040	B121	Hero Honda	M1258	Passion Plus	P	V10631	Kick Start Disc Brake Spoke Wheels	97	null	211	PETROL	Hero Honda Passion Plus Kick Start Disc Brake Spoke Wheels Petrol	0	1	1
2041	B121	Hero Honda	M1258	Passion Plus	P	V10632	Kick Start Drum Brake Alloy Wheels	97	null	210	PETROL	Hero Honda Passion Plus Kick Start Drum Brake Alloy Wheels Petrol	0	1	1
2042	B121	Hero Honda	M1258	Passion Plus	P	V10633	Kick Start Drum Brake Spoke Wheels	97	null	258	PETROL	Hero Honda Passion Plus Kick Start Drum Brake Spoke Wheels Petrol	0	1	1
965	B121	Hero Honda	M1258	Passion Plus	P	V10634	Passion Plus Alloy	97	null	210	PETROL	Hero Honda Passion Plus Passion Plus Alloy Petrol	0	1	1
966	B121	Hero Honda	M1258	Passion Plus	P	V10635	Passion Plus Spoke	97	null	210	PETROL	Hero Honda Passion Plus Passion Plus Spoke Petrol	0	1	1
189	B121	Hero Honda	M1258	Passion Plus	P	V10636	Plus Es	100	null	210	PETROL	Hero Honda Passion Plus Plus Es Petrol	0	1	1
190	B121	Hero Honda	M1258	Passion Plus	P	V10637	Pro Power Start	100	null	211	PETROL	Hero Honda Passion Plus Pro Power Start Petrol	0	1	1
191	B121	Hero Honda	M1258	Passion Plus	P	V10638	Spoke Wheel	97	null	230	PETROL	Hero Honda Passion Plus Spoke Wheel Petrol	0	1	1
192	B121	Hero Honda	M1258	Passion Plus	P	V10638	Spoke Wheel	100	null	211	PETROL	Hero Honda Passion Plus Spoke Wheel Petrol	0	1	1
193	B121	Hero Honda	M1258	Passion Plus	P	V10640	Standard	97	null	230	PETROL	Hero Honda Passion Plus Standard Petrol	0	1	1
2043	B121	Hero Honda	M1258	Passion Plus	P	V10641	Std	97	null	231	PETROL	Hero Honda Passion Plus Std Petrol	0	1	1
194	B121	Hero Honda	M1259	Passion Pro	P	V10642	Cast	97	null	249	PETROL	Hero Honda Passion Pro Cast Petrol	0	1	1
195	B121	Hero Honda	M1259	Passion Pro	P	V10643	Cast - Drum Brake	100	null	213	PETROL	Hero Honda Passion Pro Cast - Drum Brake Petrol	0	1	1
196	B121	Hero Honda	M1259	Passion Pro	P	V10644	Cast - Drum Brake Electric Start	97	null	213	PETROL	Hero Honda Passion Pro Cast - Drum Brake Electric Start Petrol	0	1	1
197	B121	Hero Honda	M1259	Passion Pro	P	V10645	Cast Self	100	null	198	PETROL	Hero Honda Passion Pro Cast Self Petrol	0	1	1
198	B121	Hero Honda	M1259	Passion Pro	P	V10646	Cast Self Start (disk)	100	null	247	PETROL	Hero Honda Passion Pro Cast Self Start (disk) Petrol	0	1	1
199	B121	Hero Honda	M1259	Passion Pro	P	V10647	Cast Ss	97	null	247	PETROL	Hero Honda Passion Pro Cast Ss Petrol	0	1	1
200	B121	Hero Honda	M1259	Passion Pro	P	V10648	Disc	97	null	212	PETROL	Hero Honda Passion Pro Disc Petrol	0	1	1
2026	B121	Hero Honda	M1259	Passion Pro	P	V10649	Disc Brake	97	null	246	PETROL	Hero Honda Passion Pro Disc Brake Petrol	0	1	1
201	B121	Hero Honda	M1259	Passion Pro	P	V10650	Disc Self Ccr	97	null	280	PETROL	Hero Honda Passion Pro Disc Self Ccr Petrol	0	1	1
202	B121	Hero Honda	M1259	Passion Pro	P	V10651	Disc Ss	97	null	246	PETROL	Hero Honda Passion Pro Disc Ss Petrol	0	1	1
203	B121	Hero Honda	M1259	Passion Pro	P	V10652	Drum	97	null	213	PETROL	Hero Honda Passion Pro Drum Petrol	0	1	1
204	B121	Hero Honda	M1259	Passion Pro	P	V10653	Drum Kick Ccr	97	null	281	PETROL	Hero Honda Passion Pro Drum Kick Ccr Petrol	0	1	1
205	B121	Hero Honda	M1259	Passion Pro	P	V10654	Drum Self Cast	97	null	272	PETROL	Hero Honda Passion Pro Drum Self Cast Petrol	0	1	1
206	B121	Hero Honda	M1259	Passion Pro	P	V10655	Drum Self Ccr	97	null	279	PETROL	Hero Honda Passion Pro Drum Self Ccr Petrol	0	1	1
207	B121	Hero Honda	M1259	Passion Pro	P	V10656	Drum Self Spl Edition	97	null	282	PETROL	Hero Honda Passion Pro Drum Self Spl Edition Petrol	0	1	1
2027	B121	Hero Honda	M1259	Passion Pro	P	V10657	Electric Start Disc Brake	97	null	246	PETROL	Hero Honda Passion Pro Electric Start Disc Brake Petrol	0	1	1
2028	B121	Hero Honda	M1259	Passion Pro	P	V10658	Electric Start Disc Brake Cast Wheels	97	null	246	PETROL	Hero Honda Passion Pro Electric Start Disc Brake Cast Wheels Petrol	0	1	1
2029	B121	Hero Honda	M1259	Passion Pro	P	V10659	Electric Start Disc Brake Spoke Wheels	97	null	246	PETROL	Hero Honda Passion Pro Electric Start Disc Brake Spoke Wheels Petrol	0	1	1
2030	B121	Hero Honda	M1259	Passion Pro	P	V10660	Electric Start Drum Brake Cast Wheels	100	null	213	PETROL	Hero Honda Passion Pro Electric Start Drum Brake Cast Wheels Petrol	0	1	1
2031	B121	Hero Honda	M1259	Passion Pro	P	V10661	Electric Start Drum Brake Spoke Wheels	100	null	213	PETROL	Hero Honda Passion Pro Electric Start Drum Brake Spoke Wheels Petrol	0	1	1
2032	B121	Hero Honda	M1259	Passion Pro	P	V10662	Kick Start Drum Brake Cast Wheels	100	null	213	PETROL	Hero Honda Passion Pro Kick Start Drum Brake Cast Wheels Petrol	0	1	1
2033	B121	Hero Honda	M1259	Passion Pro	P	V10663	Kick Start Drum Brake Ccr	97	null	213	PETROL	Hero Honda Passion Pro Kick Start Drum Brake Ccr Petrol	0	1	1
